action_id,dividend_amount,currency
4294,8.59,USD
4295,37.44,INR
4296,44.36,INR
4297,9.6,USD
4298,46.13,INR
4299,14.19,INR
4300,27.29,INR
4301,5.45,INR
4302,34.09,USD
4303,22.47,USD
4304,25.25,INR
4305,31.38,USD
4306,22.81,INR
4307,5.86,INR
4308,25.92,INR
4309,48.34,INR
4310,45.85,USD
4311,11.93,INR
4312,38.16,USD
4313,5.54,USD
4314,16.06,USD
4315,49.08,USD
4316,38.07,INR
4317,8.35,INR
4318,15.92,USD
4319,29.69,USD
4320,38.02,INR
4321,29.66,INR
4322,36.28,USD
4323,6.88,USD
4324,40.22,INR
4325,32.23,USD
4326,49.14,USD
4327,29.89,USD
4328,32.64,USD
4329,22.06,INR
4330,33.92,USD
4331,43.06,USD
4332,48.78,USD
4333,47.05,USD
4334,43.68,INR
4335,36.6,USD
4336,20.9,INR
4337,48.14,USD
4338,48.8,INR
4339,36.86,INR
4340,16.37,INR
4341,39.48,USD
4342,36.39,INR
4343,21.78,USD
4344,5.97,USD
4345,40.48,INR
4346,10.71,INR
4347,20.87,USD
4348,12.89,INR
4349,22.03,INR
4350,24.27,INR
4351,11.49,USD
4352,40.63,USD
4353,9.72,INR
4354,24.78,USD
4355,40.53,INR
4356,10.76,USD
4357,29.19,INR
4358,7.22,INR
4359,14.83,USD
4360,38.93,USD
4361,5.01,USD
4362,17.85,INR
4363,22.11,INR
4364,36.83,INR
4365,13.21,INR
4366,20.15,USD
4367,31.8,USD
4368,47.43,INR
4369,37.42,USD
4370,16.93,INR
4371,46.8,INR
4372,17.46,USD
4373,28.28,USD
4374,13.61,USD
4375,42.34,USD
4376,32.78,INR
4377,38.88,INR
4378,37.09,USD
4379,44.61,INR
4380,21.13,USD
4381,12.16,INR
4382,38.95,INR
4383,24.55,INR
4384,8.73,INR
4385,37.64,INR
4386,41.61,USD
4387,47.67,USD
4388,36.22,INR
4389,31.98,USD
4390,31.94,USD
4391,45.75,INR
4392,44.31,INR
4393,18.06,INR
4394,24.58,INR
4395,42.9,USD
4396,9.99,INR
4397,29.65,USD
4398,27.43,USD
4399,25.28,INR
4400,29.96,INR
4401,16.35,USD
4402,31.4,INR
4403,45.81,USD
4404,47.62,INR
4405,20.91,INR
4406,20.04,USD
4407,23.18,INR
4408,33.34,INR
4409,30.07,INR
4410,47.22,INR
4411,5.33,INR
4412,27.1,INR
4413,8.43,USD
4414,7.18,USD
4415,43.0,INR
4416,23.28,USD
4417,31.96,INR
4418,6.1,USD
4419,23.92,USD
4420,6.4,USD
4421,15.93,INR
4422,22.06,INR
4423,7.82,INR
4424,48.84,INR
4425,14.89,USD
4426,43.31,INR
4427,40.18,INR
4428,27.23,USD
4429,5.94,INR
4430,31.03,USD
4431,40.51,INR
4432,31.51,USD
4433,13.69,INR
4434,16.55,USD
4435,13.99,INR
4436,31.56,INR
4437,48.84,INR
4438,26.73,USD
4439,46.27,USD
4440,32.68,USD
4441,37.48,USD
4442,13.67,USD
4443,28.79,INR
4444,18.65,INR
4445,6.04,INR
4446,11.91,INR
4447,6.34,INR
4448,28.99,INR
4449,36.31,INR
4450,13.62,USD
4451,28.85,USD
4452,5.81,INR
4453,43.12,USD
4454,18.98,INR
4455,14.38,USD
4456,15.36,USD
4457,25.68,USD
4458,10.03,USD
4459,34.96,INR
4460,6.07,USD
4461,13.26,INR
4462,31.5,USD
4463,36.21,INR
4464,36.86,INR
4465,17.94,USD
4466,14.99,USD
4467,49.29,INR
4468,11.89,INR
4469,45.13,USD
4470,34.29,USD
4471,5.83,INR
4472,21.44,USD
4473,37.52,INR
4474,46.33,USD
4475,8.6,INR
4476,5.24,INR
4477,37.91,USD
4478,35.69,INR
4479,7.16,INR
4480,18.4,USD
4481,17.16,INR
4482,20.75,INR
4483,37.59,INR
4484,30.53,USD
4485,42.77,USD
4486,10.77,USD
4487,31.77,USD
4488,7.96,USD
4489,12.39,USD
4490,21.26,INR
4491,34.92,INR
4492,38.46,INR
4493,32.25,USD
4494,15.33,USD
4495,31.72,USD
4496,8.07,INR
4497,42.57,INR
4498,33.1,USD
4499,24.34,INR
4500,19.52,INR
4501,16.04,USD
4502,24.75,USD
4503,25.28,USD
4504,22.4,USD
4505,34.25,INR
4506,6.0,USD
4507,42.25,USD
4508,29.9,USD
4509,26.12,USD
4510,11.54,USD
4511,46.19,USD
4512,29.43,USD
4513,7.53,INR
4514,49.77,USD
4515,20.38,INR
4516,40.47,USD
4517,22.73,USD
4518,26.48,USD
4519,28.02,USD
4520,35.62,INR
4521,12.9,INR
4522,47.25,INR
4523,28.72,USD
4524,9.84,USD
4525,46.51,INR
4526,29.86,INR
4527,14.17,USD
4528,7.67,INR
4529,27.13,USD
4530,10.25,INR
4531,48.93,INR
4532,7.58,INR
4533,9.33,USD
4534,8.29,USD
4535,22.19,INR
4536,35.74,USD
4537,29.17,INR
4538,27.13,INR
4539,43.54,INR
4540,24.2,USD
4541,26.21,INR
4542,39.77,USD
4543,44.53,USD
4544,31.81,USD
4545,46.34,USD
4546,21.25,USD
4547,37.64,USD
4548,44.46,USD
4549,43.94,USD
4550,12.43,USD
4551,47.53,INR
4552,46.97,INR
4553,28.71,USD
4554,15.95,INR
4555,20.04,USD
4556,43.28,INR
4557,36.7,INR
4558,22.37,INR
4559,42.18,INR
4560,38.95,INR
4561,9.76,USD
4562,41.61,INR
4563,42.35,USD
4564,15.4,USD
4565,46.49,USD
4566,20.96,USD
4567,46.71,INR
4568,31.62,INR
4569,45.28,INR
4570,36.36,USD
4571,37.81,USD
4572,28.74,INR
4573,43.04,INR
4574,7.16,USD
4575,15.9,USD
4576,42.91,USD
4577,34.27,INR
4578,30.2,USD
4579,23.17,INR
4580,20.79,USD
4581,17.52,USD
4582,35.61,INR
4583,16.42,INR
4584,23.9,USD
4585,17.63,INR
4586,24.72,INR
4587,37.97,USD
4588,9.39,USD
4589,5.26,INR
4590,19.89,INR
4591,40.88,USD
4592,32.92,USD
4593,20.22,USD
4594,41.99,INR
4595,38.6,INR
4596,25.16,INR
4597,22.88,USD
4598,14.48,USD
4599,36.46,USD
4600,22.62,USD
4601,17.54,USD
4602,28.64,USD
4603,22.02,INR
4604,49.2,INR
4605,26.04,USD
4606,48.14,USD
4607,37.53,USD
4608,44.51,INR
4609,8.38,USD
4610,9.57,USD
4611,20.22,USD
4612,40.08,INR
4613,37.81,INR
4614,27.11,INR
4615,35.15,INR
4616,15.15,USD
4617,45.83,INR
4618,14.93,INR
4619,5.66,USD
4620,29.47,INR
4621,28.63,INR
4622,8.51,INR
4623,32.21,INR
4624,13.51,INR
4625,41.75,USD
4626,38.62,USD
4627,45.89,INR
4628,43.62,INR
4629,19.05,INR
4630,16.38,USD
4631,39.68,USD
4632,10.86,USD
4633,8.83,USD
4634,29.6,USD
4635,44.32,INR
4636,15.37,USD
4637,30.65,INR
4638,6.72,USD
4639,38.27,INR
4640,41.35,INR
4641,16.78,INR
4642,8.68,USD
4643,38.02,USD
4644,10.18,USD
4645,11.55,USD
4646,30.64,INR
4647,12.34,INR
4648,10.07,INR
4649,32.76,USD
4650,43.01,USD
4651,47.85,USD
4652,5.32,USD
4653,12.08,INR
4654,47.76,USD
4655,12.35,INR
4656,11.09,INR
4657,19.87,USD
4658,18.8,INR
4659,35.29,INR
4660,10.57,USD
4661,5.36,INR
4662,49.96,USD
4663,39.36,USD
4664,6.54,USD
4665,14.96,USD
4666,25.92,USD
4667,33.85,INR
4668,19.62,USD
4669,46.89,INR
4670,30.23,INR
4671,8.37,INR
4672,12.78,USD
4673,38.78,INR
4674,18.13,USD
4675,6.89,USD
4676,5.24,INR
4677,36.53,USD
4678,37.16,USD
4679,9.86,INR
4680,22.09,INR
4681,20.55,USD
4682,43.46,USD
4683,43.92,INR
4684,38.95,INR
4685,20.25,INR
4686,43.66,INR
4687,48.75,INR
4688,21.63,INR
4689,7.22,INR
4690,36.61,USD
4691,34.11,INR
4692,40.82,USD
4693,29.66,USD
4694,15.35,INR
4695,39.73,INR
4696,28.87,USD
4697,29.71,USD
4698,41.54,USD
4699,42.79,USD
4700,40.17,USD
4701,12.69,USD
4702,39.02,INR
4703,32.25,INR
4704,19.2,INR
4705,34.01,USD
4706,31.62,INR
4707,48.81,INR
4708,21.1,USD
4709,19.98,USD
4710,33.49,USD
4711,18.0,INR
4712,38.42,USD
4713,6.13,INR
4714,10.71,INR
4715,17.46,INR
4716,17.34,USD
4717,15.87,USD
4718,23.8,USD
4719,29.03,INR
4720,42.5,USD
4721,25.56,USD
4722,23.07,USD
4723,18.17,INR
4724,48.73,USD
4725,49.53,USD
4726,19.26,USD
4727,17.81,USD
4728,19.46,INR
4729,33.23,USD
4730,10.19,INR
4731,27.49,USD
4732,27.02,INR
4733,47.1,USD
4734,39.71,INR
4735,21.34,USD
4736,30.93,INR
4737,30.61,USD
4738,23.47,INR
4739,42.37,USD
4740,32.16,USD
4741,37.57,USD
4742,31.15,INR
4743,33.0,USD
4744,19.68,INR
4745,14.96,USD
4746,9.33,INR
4747,5.48,INR
4748,6.01,INR
4749,32.59,USD
4750,45.62,USD
4751,23.93,USD
4752,20.72,USD
4753,32.68,USD
4754,28.77,INR
4755,26.17,USD
4756,45.06,INR
4757,17.09,USD
4758,49.79,USD
4759,7.77,USD
4760,7.35,USD
4761,42.75,USD
4762,43.59,USD
4763,16.56,INR
4764,9.09,INR
4765,12.36,INR
4766,22.51,INR
4767,41.19,USD
4768,26.98,USD
4769,9.41,USD
4770,26.11,USD
4771,49.7,INR
4772,45.29,INR
4773,37.71,USD
4774,10.37,INR
4775,31.32,INR
4776,43.98,INR
4777,26.13,USD
4778,14.29,INR
4779,24.85,INR
4780,24.48,USD
4781,25.9,INR
4782,20.32,INR
4783,27.55,INR
4784,18.11,INR
4785,31.7,INR
4786,49.73,USD
4787,40.32,INR
4788,41.9,USD
4789,20.47,INR
4790,13.54,USD
4791,36.37,INR
4792,47.25,INR
4793,5.3,USD
4794,46.12,INR
4795,43.53,USD
4796,37.98,USD
4797,23.32,USD
4798,43.53,USD
4799,46.95,USD
4800,48.34,USD
4801,6.8,INR
4802,36.2,USD
4803,7.98,USD
4804,23.03,INR
4805,34.68,INR
4806,13.35,USD
4807,33.41,USD
4808,34.8,INR
4809,31.62,INR
4810,15.19,INR
4811,43.57,INR
4812,28.44,INR
4813,15.23,INR
4814,10.26,USD
4815,40.2,USD
4816,37.56,INR
4817,6.55,INR
4818,7.89,INR
4819,48.85,INR
4820,15.48,INR
4821,39.35,USD
4822,36.57,INR
4823,20.26,USD
4824,28.44,USD
4825,15.23,USD
4826,21.26,INR
4827,13.34,INR
4828,30.52,INR
4829,9.72,USD
4830,21.28,INR
4831,22.8,INR
4832,23.82,USD
4833,44.46,USD
4834,5.01,INR
4835,28.21,USD
4836,20.02,INR
4837,43.81,INR
4838,43.16,USD
4839,34.56,USD
4840,34.01,USD
4841,21.88,USD
4842,48.3,INR
4843,13.79,INR
4844,38.34,INR
4845,21.1,INR
4846,22.35,USD
4847,35.0,USD
4848,12.42,INR
4849,42.7,USD
4850,48.17,INR
4851,9.39,USD
4852,35.96,USD
4853,18.47,USD
4854,6.22,INR
4855,32.44,USD
4856,17.16,INR
4857,24.4,INR
4858,40.42,USD
4859,47.72,USD
4860,12.74,INR
4861,17.18,INR
4862,11.48,INR
4863,30.79,USD
4864,43.88,USD
4865,27.0,INR
4866,7.49,INR
4867,16.75,USD
4868,9.14,INR
4869,7.78,INR
4870,49.24,USD
4871,33.42,INR
4872,14.67,USD
4873,36.16,INR
4874,23.43,USD
4875,5.51,USD
4876,48.02,INR
4877,18.41,USD
4878,42.67,INR
4879,44.75,USD
4880,23.6,USD
4881,30.36,USD
4882,23.03,INR
4883,21.34,USD
4884,9.34,USD
4885,41.32,USD
4886,46.0,USD
4887,16.88,USD
4888,8.67,INR
4889,20.26,USD
4890,14.39,INR
4891,27.83,USD
4892,22.1,INR
4893,20.45,USD
4894,25.02,INR
4895,16.0,INR
4896,5.31,INR
4897,11.05,USD
4898,30.57,INR
4899,39.83,USD
4900,47.16,INR
4901,14.37,INR
4902,18.37,INR
4903,8.8,INR
4904,44.56,USD
4905,16.85,INR
4906,8.8,INR
4907,40.88,INR
4908,32.48,INR
4909,38.36,USD
4910,44.16,USD
4911,41.66,USD
4912,15.52,INR
4913,35.57,INR
4914,35.05,INR
4915,13.66,INR
4916,10.18,INR
4917,6.49,USD
4918,12.18,USD
4919,10.06,USD
4920,6.52,USD
4921,35.22,INR
4922,36.09,INR
4923,44.04,INR
4924,49.55,USD
4925,18.33,USD
4926,23.0,INR
4927,47.1,INR
4928,17.31,INR
4929,36.24,INR
4930,8.19,USD
4931,39.72,USD
4932,17.78,USD
4933,6.77,INR
4934,28.59,USD
4935,42.67,INR
4936,9.82,USD
4937,26.6,USD
4938,39.51,INR
4939,20.6,USD
4940,15.62,INR
4941,6.25,USD
4942,10.16,INR
4943,43.43,USD
4944,31.29,INR
4945,39.65,USD
4946,41.43,USD
4947,10.37,USD
4948,26.56,INR
4949,48.95,USD
4950,35.89,USD
4951,21.24,USD
4952,21.16,USD
4953,36.36,USD
4954,20.99,INR
4955,19.9,INR
4956,32.83,INR
4957,37.21,INR
4958,49.22,INR
4959,31.28,USD
4960,8.59,INR
4961,19.49,USD
4962,15.99,INR
4963,39.78,USD
4964,14.33,USD
4965,43.47,USD
4966,29.26,INR
4967,17.31,USD
4968,43.12,INR
4969,8.58,INR
4970,28.42,INR
4971,48.13,INR
4972,27.04,INR
4973,22.3,USD
4974,23.36,INR
4975,43.14,INR
4976,48.6,INR
4977,19.64,INR
4978,16.46,INR
4979,39.23,INR
4980,8.05,USD
4981,21.78,USD
4982,33.96,INR
4983,47.29,USD
4984,5.09,USD
4985,10.86,INR
4986,40.71,INR
4987,6.98,USD
4988,27.72,USD
4989,9.47,INR
4990,30.69,INR
4991,20.37,USD
4992,6.13,INR
4993,26.51,INR
4994,22.1,USD
4995,35.76,INR
4996,44.07,USD
4997,35.0,USD
4998,11.84,USD
4999,23.73,INR
5000,43.87,INR
